text,label,category,seed_id
listen to me i am coming to your hostel with a knife and nobody can save you,1,Physical Violence / Life Threat,VIO-005
hey the counsellor gave a talk about domestic violence awareness let me know,0,Non-Abusive,HRD-023
i reported the theft to the police this morning thanks,0,Non-Abusive,HRD-016
quick question i have submitted my project proposal today cheers,0,Non-Abusive,CLN-009
hi the news said a man was killed in an accident on the highway,0,Non-Abusive,HRD-018
by the way the football match starts at eight tonight,0,Non-Abusive,CLN-022
look here everyone in the hall thinks you are a joke and i mean it,1,Severe Harassment / Defamation / Hate Speech,HAR-020
hi let me know when you are free to discuss the report please,0,Non-Abusive,CLN-018
keep talking and i will bury you myself,1,Physical Violence / Life Threat,VIO-009
quick question congratulations on passing your defence have a good day,0,Non-Abusive,CLN-013
just checking in let us meet at the department after the quiz please,0,Non-Abusive,CLN-008
just checking in are we still meeting at the library at four,0,Non-Abusive,CLN-001
for the last time you are the ugliest thing i have ever seen in my life you hear me,1,Severe Harassment / Defamation / Hate Speech,HAR-005
you better understand you are stupid and everyone in class laughs at you,1,Severe Harassment / Defamation / Hate Speech,HAR-002
am warning you everyone in the hall thinks you are a joke and nobody can save you,1,Severe Harassment / Defamation / Hate Speech,HAR-020
please i will be a bit late for the group meeting cheers,0,Non-Abusive,CLN-004
i think we should stop talking to each other for a while ok,0,Non-Abusive,HRD-003
by the way i am tired of always being the one who apologises have a good day,0,Non-Abusive,HRD-014
i swear to god i will tell everyone what a cheap girl you are you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-011
hey the team lost badly and everyone was upset thanks,0,Non-Abusive,HRD-034
just checking in we should start revising for the mid semester exams talk soon,0,Non-Abusive,CLN-020
look here you are a stupid idiot who cannot do anything right,1,Severe Harassment / Defamation / Hate Speech,HAR-010
hello i really enjoyed the seminar this morning,0,Non-Abusive,CLN-012
we should start revising for the mid semester exams let me know,0,Non-Abusive,CLN-020
i swear to god go and die somewhere nobody wants you here,1,Severe Harassment / Defamation / Hate Speech,HAR-009
i need to buy a new laptop charger god bless,0,Non-Abusive,CLN-027
i am telling you i know which trotro you take every morning and i mean it,1,Cyberstalking / Intimidation,STK-013
hey i have been watching your hostel window every night and i mean it,1,Cyberstalking / Intimidation,STK-012
am warning you shut up you brainless fool nobody asked you you will see,1,Severe Harassment / Defamation / Hate Speech,HAR-018
i will burn your house down with you inside foolish girl,1,Physical Violence / Life Threat,VIO-007
good morning i do not like him but i would never wish him harm ok,0,Non-Abusive,HRD-030
please we had a serious argument and i said things i regret god bless,0,Non-Abusive,HRD-013
just checking in i need to buy a new laptop charger god bless,0,Non-Abusive,CLN-027
i swear to god i will expose your private pictures to the whole campus,1,Blackmail / Non-Consensual Extortion,BLK-005
hey keep talking and i will bury you myself,1,Physical Violence / Life Threat,VIO-009
please i am frustrated because my code keeps crashing,0,Non-Abusive,HRD-007
listen to me i know your lecture timetable and where you sit,1,Cyberstalking / Intimidation,STK-005
i am telling you i have your new number even after you changed it you hear me,1,Cyberstalking / Intimidation,STK-006
listen to me one more word and i will finish you completely so watch yourself,1,Physical Violence / Life Threat,VIO-014
she was crying because she failed her exam god bless,0,Non-Abusive,HRD-017
idiot i will slit your throat you useless thing so watch yourself,1,Physical Violence / Life Threat,VIO-004
you better understand i saved everything and i will share it with your employer and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-007
you better understand i will destroy you and everyone in your family and i mean it,1,Physical Violence / Life Threat,VIO-022
am warning you you are a shameless slut who sleeps with everyone stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-004
by the way please report any suspicious person watching the hostel god bless,0,Non-Abusive,HRD-028
good morning congratulations on passing your defence,0,Non-Abusive,CLN-013
you better understand i will share your private moments with your classmates foolish girl,1,Blackmail / Non-Consensual Extortion,BLK-017
am warning you i saw you at the junction today wearing the blue dress,1,Cyberstalking / Intimidation,STK-001
listen to me your family will receive these videos if you do not reply and i mean it,1,Blackmail / Non-Consensual Extortion,BLK-008
stupid girl you are going to die and nobody will find your body,1,Physical Violence / Life Threat,VIO-001
by the way could you please review my code before i submit have a good day,0,Non-Abusive,CLN-016
i followed you home yesterday and you did not even notice,1,Cyberstalking / Intimidation,STK-002
please i am studying criminal law including offences against the person,0,Non-Abusive,HRD-019
for the last time i will burn your house down with you inside idiot,1,Physical Violence / Life Threat,VIO-007
hi please remind me to bring my student id tomorrow please,0,Non-Abusive,CLN-011
please i think we should stop talking to each other for a while,0,Non-Abusive,HRD-003
you changed your route today but i still saw you idiot,1,Cyberstalking / Intimidation,STK-010
stupid girl meet me tonight or the pictures go public and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-011
listen to me i will smash your face until your own mother cannot recognise you so watch yourself,1,Physical Violence / Life Threat,VIO-010
quick question the bus to campus leaves at seven thirty ok,0,Non-Abusive,CLN-014
for the last time you will pay me every month or i keep posting,1,Blackmail / Non-Consensual Extortion,BLK-013
for the last time you changed your route today but i still saw you,1,Cyberstalking / Intimidation,STK-010
good morning i will be a bit late for the group meeting talk soon,0,Non-Abusive,CLN-004
by the way i am really angry about how the meeting went today ok,0,Non-Abusive,HRD-000
please the exam timetable has been released on the portal cheers,0,Non-Abusive,CLN-010
look here you are a disgrace to your family and your tribe,1,Severe Harassment / Defamation / Hate Speech,HAR-012
for the last time i still have the videos and i will post them online and nobody can save you,1,Blackmail / Non-Consensual Extortion,BLK-002
idiot deny me again and your whole family sees the video and that is final,1,Blackmail / Non-Consensual Extortion,BLK-020
hey keep talking and i will bury you myself and that is final,1,Physical Violence / Life Threat,VIO-009
listen to me i created new accounts because you blocked the old ones stupid,1,Cyberstalking / Intimidation,STK-015
i deleted the game because it was too aggressive ok,0,Non-Abusive,HRD-025
hey you hurt my feelings when you said that in front of everyone thanks,0,Non-Abusive,HRD-006
you will pay me every month or i keep posting,1,Blackmail / Non-Consensual Extortion,BLK-013
good morning please confirm whether you received my email thanks,0,Non-Abusive,CLN-021
hi we should start revising for the mid semester exams thanks,0,Non-Abusive,CLN-020
by the way my supervisor approved my chapter three god bless,0,Non-Abusive,CLN-028
the film was violent and disturbing and i did not enjoy it cheers,0,Non-Abusive,HRD-012
quick question the security officer warned us about people following students at night,0,Non-Abusive,HRD-027
hi the bus to campus leaves at seven thirty,0,Non-Abusive,CLN-014
i am travelling to kumasi this weekend for a wedding talk soon,0,Non-Abusive,CLN-015
just checking in congratulations on passing your defence,0,Non-Abusive,CLN-013
i am telling you everyone in the hall thinks you are a joke stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-020
am warning you i will slit your throat you useless thing,1,Physical Violence / Life Threat,VIO-004
hey the counsellor gave a talk about domestic violence awareness ok,0,Non-Abusive,HRD-023
just checking in i do not like him but i would never wish him harm god bless,0,Non-Abusive,HRD-030
good morning i hate this course it is so difficult and stressful,0,Non-Abusive,HRD-001
good morning my supervisor approved my chapter three have a good day,0,Non-Abusive,CLN-028
i will pour acid on your face stupid,1,Physical Violence / Life Threat,VIO-018
hi please send me the lecture notes when you get a chance,0,Non-Abusive,CLN-000
did you understand what the lecturer said about pointers,0,Non-Abusive,CLN-006
for the last time i know where you live and i am watching you stupid,1,Cyberstalking / Intimidation,STK-000
hello i am tired of always being the one who apologises let me know,0,Non-Abusive,HRD-014
quick question i do not want to be in this relationship anymore let me know,0,Non-Abusive,HRD-005
i swear to god everyone knows you are a liar and a fraud stupid,1,Severe Harassment / Defamation / Hate Speech,HAR-007
look here i am tracking everywhere you go stupid,1,Cyberstalking / Intimidation,STK-009
you are a shameless disgusting creature,1,Severe Harassment / Defamation / Hate Speech,HAR-021
the wifi in the lab is very slow today cheers,0,Non-Abusive,CLN-017
i will hurt you so badly you will beg me to stop and i mean it,1,Physical Violence / Life Threat,VIO-015
